doi,title,known_to_be_open,open_access_status
10.1371/journal.pone.0093949,The Number of Scholarly Documents on the Public Web,TRUE,Open Access at publisher
10.3851/imp2903,Antiretroviral procurement and supply chain management.,FALSE,NA
10.1371/journal.pone.0090365,"Access to Paediatric Essential Medicines: A Survey of Prices, Availability, Affordability and Price Components in Shaanxi Province, China",TRUE,Open Access at publisher
10.1126/science.1260260,One Health approach to use of veterinary pharmaceuticals,TRUE,Open Access at repository
10.1080/09540121.2014.920950,"Survey of HIV care providers on management of HIV serodiscordant couples – assessment of attitudes, knowledge, and practices",FALSE,NA
10.2471/blt.14.137653,"The global diffusion of organ transplantation: trends, drivers and policy implications",TRUE,Open Access at publisher
10.1016/j.jembe.2014.06.004,Effects of the Sharksafe barrier on white shark (Carcharodon carcharias) behavior and its implications for future conservation technologies,FALSE,NA
10.1111/1471-0528.12876,Promoting reproductive options for HIV‐affected couples in sub‐Saharan Africa,TRUE,Open Access at publisher
10.1111/1471-0528.12851,Making the case for multipurpose prevention technologies: the socio‐epidemiological rationale,TRUE,Open Access at publisher
10.1097/acm.0000000000000361,iMedEd: The Role of Mobile Health Technologies in Medical Education,TRUE,Open Access at publisher
10.1021/es502676e,Predictive endocrine testing in the 21st century using in vitro assays of estrogen receptor signaling responses.,TRUE,Open Access at publisher
10.1177/0731948714525622,"""Waiting to Fail"" Redux: Understanding Inadequate Response to Intervention.",TRUE,Open Access at repository
10.1517/17425255.2014.939628,Mitochondrial toxicity assessment in industry – a decade of technology development and insight,TRUE,Open Access at publisher
10.1038/nrd4309,Lessons learned from the fate of AstraZeneca's drug pipeline: a five-dimensional framework,FALSE,NA
10.1016/j.fertnstert.2014.03.045,International Federation of Fertility Societies Surveillance 2013: preface and conclusions,FALSE,NA
10.1176/appi.ps.201300176,Implementation of Evidence-Based Psychotherapies for Posttraumatic Stress Disorder in VA Specialty Clinics,FALSE,NA
10.1038/nmeth.2926,Principles of genetic circuit design,TRUE,Open Access at repository
10.1038/nmat3912,Synthesis and patterning of tunable multiscale materials with engineered cells,TRUE,Open Access at repository
10.1021/es405809r,Improved method for measuring and characterizing phthalate emissions from building materials and its application to exposure assessment.,FALSE,NA
10.1021/nn404871p,High-throughput screening platform for engineered nanoparticle-mediated genotoxicity using CometChip technology.,TRUE,Open Access at publisher
10.1016/j.clinbiochem.2013.11.023,"Biobanks containing clinical specimens: Defining characteristics, policies, and practices",TRUE,Open Access at repository
10.1377/hlthaff.2013.0989,Analysis Of Teladoc Use Seems To Indicate Expanded Access To Care For Patients Without Prior Connection To A Provider,TRUE,Open Access at publisher
10.6028/jres.119.021,The Metrology of a Rastered Spot of X Rays used in Security Screening,TRUE,Open Access at publisher
10.1056/nejmoa1404401,Prions in the Urine of Patients with Variant Creutzfeldt–Jakob Disease,TRUE,Open Access at repository
10.2196/jmir.3376,Purple: a modular system for developing and deploying behavioral intervention technologies.,TRUE,Open Access at publisher
10.1136/amiajnl-2013-002141,Patient engagement in the inpatient setting: a systematic review,TRUE,Open Access at publisher
10.2471/blt.13.132431,A multicomponent strategy to improve the availability of antivenom for treating snakebite envenoming.,TRUE,Open Access at publisher
10.3102/0162373713507480,Effectiveness of Cognitive Tutor Algebra I at Scale,FALSE,NA
10.1016/j.tra.2014.02.019,Analysis of a consumer survey on plug-in hybrid electric vehicles,TRUE,Open Access at publisher
10.1371/journal.pmed.1001642,Communicating and Monitoring Surveillance and Response Activities for Malaria Elimination: China's “1-3-7” Strategy,TRUE,Open Access at publisher
10.1111/srt.12112,Standardization of skin cleansing in vivo: part I. Development of an Automated Cleansing Device (ACiD),FALSE,NA
10.1016/j.jeem.2014.01.001,"Environmental policies, competition and innovation in renewable energy",FALSE,NA
10.1111/srt.12113,Standardization of skin cleansing in vivo: part II. Validation of a newly developed Automated Cleansing Device (ACiD),FALSE,NA
10.1016/j.cct.2014.01.003,Weight loss intervention for young adults using mobile technology: Design and rationale of a randomized controlled trial — Cell Phone Intervention for You (CITY),TRUE,Open Access at repository
10.1377/hlthaff.2013.1054,"Telehealth Among US Hospitals: Several Factors, Including State Reimbursement And Licensure Policies, Influence Adoption",TRUE,Open Access at publisher
10.1177/0018720813493115,The Strain Index and ACGIH TLV for HAL: risk of trigger digit in the WISTAH prospective cohort.,FALSE,NA
10.1016/j.respol.2013.07.005,Crowd science: The organization of scientific research in open collaborative projects,TRUE,Open Access at publisher
10.1038/nmeth.2803,EC-BLAST: a tool to automatically search and compare enzyme reactions,TRUE,Open Access at repository
10.1111/risa.12090,Modeling the Role of Inventories and Heterogeneity in the Assessment of the Economic Costs of Natural Disasters,FALSE,NA
10.7448/ias.17.1.19041,Innovative uses of communication technology for HIV programming for men who have sex with men and transgender persons,TRUE,Open Access at publisher
10.1016/j.apenergy.2013.08.081,Analysis of corporate average fuel economy regulation compliance scenarios inclusive of plug in hybrid vehicles,FALSE,NA
10.1111/j.1365-277x.2012.01257.x,WebDASC: a web‐based dietary assessment software for 8–11‐year‐old Danish children,FALSE,NA
10.1371/journal.pone.0096480,Identifying the Science and Technology Dimensions of Emerging Public Policy Issues through Horizon Scanning,TRUE,Open Access at publisher
10.1016/j.rser.2014.07.113,"Renewable energy resources: Current status, future prospects and their enabling technology",FALSE,NA
10.1021/es405170k,Public and stakeholder participation for managing and reducing the risks of shale gas development.,FALSE,NA
10.1002/smj.2155,Do non‐competition agreements lead firms to pursue risky R&D projects?,FALSE,NA
10.1177/0018720813515907,Measuring cognition in teams: a cross-domain review.,FALSE,NA
10.1093/scipol/sct055,The returns to R&D: Division of Policy Research and Analysis at the National Science Foundation,FALSE,NA
10.1016/j.jbusres.2013.11.033,Institutional and economic drivers of entrepreneurship: An international perspective,FALSE,NA
10.1016/j.agee.2013.10.014,The farm-level economics of conservation agriculture for resource-poor farmers,FALSE,NA
10.1007/s10584-013-0870-9,Innovation benefits from nuclear phase-out: can they compensate the costs?,TRUE,Open Access at repository
10.1016/j.mayocp.2013.11.014,Drug Shortages: A Complex Health Care Crisis,FALSE,NA
10.1002/wcc.259,Perceptions and communication strategies for the many uncertainties relevant for climate policy,FALSE,NA
10.1016/j.ehb.2013.04.002,"The impact of pharmaceutical innovation on longevity and medical expenditure in France, 2000–2009",FALSE,NA
10.1016/j.jval.2013.12.006,Simultaneous Multioutcome Synthesis and Mapping of Treatment Effects to a Common Scale,TRUE,Open Access at publisher
10.3111/13696998.2013.873723,Recent trends in brand-name and generic drug competition,TRUE,Open Access at repository
10.1016/j.respol.2013.10.009,Balancing breadth and depth of expertise for innovation: A 3M story,TRUE,Open Access at publisher
10.1007/s10961-012-9271-x,Management knowledge and the organization of team science in university research centers,FALSE,NA
10.1016/j.chiabu.2013.09.008,Sexual harassment among adolescents of different sexual orientations and gender identities,FALSE,NA
10.1177/0018720813492327,The association between combination of hand force and forearm posture and incidence of lateral epicondylitis in a working population.,FALSE,NA
10.1177/0018720813493116,Are workers who leave a job exposed to similar physical demands as workers who develop clinically meaningful declines in low-back function?,FALSE,NA
10.1017/s0022215113003204,"The National Institute for Health and Clinical Excellence, and otolaryngology: review of the evidence",FALSE,NA
10.1109/msp.2013.161,"Highlights from Making Sense of Snowden, Part II: What's Significant in the NSA Revelations",FALSE,NA
10.1007/s10964-014-0165-0,A Systematic Review of Online Youth Mental Health Promotion and Prevention Interventions,TRUE,Open Access at repository
10.1016/j.enpol.2014.08.033,A global sustainability perspective on 3D printing technologies,FALSE,NA
10.3109/17483107.2014.921249,Exploring the meaning of a new assistive technology device for older individuals,TRUE,Open Access at repository
10.1080/07900627.2014.903166,The evolution of UK flood insurance: incremental change over six decades,TRUE,Open Access at repository
10.1016/j.scitotenv.2014.05.003,An estimation of the artisanal small-scale production of gold in the world,FALSE,NA
10.1016/j.futures.2013.11.004,A toxic free future: Is there a role for alternatives to mercury in small-scale gold mining?,FALSE,NA
10.1080/00220388.2014.903244,"Transaction Costs, Information Technologies, and the Choice of Marketplace among Farmers in Northern Ghana",FALSE,NA
10.3390/ijerph111111220,"Effectiveness of the Electronic Cigarette: An Eight-Week Flemish Study with Six-Month Follow-up on Smoking Reduction, Craving and Experienced Benefits and Complaints",TRUE,Open Access at publisher
10.1007/s00586-014-3241-y,Active self-correction and task-oriented exercises reduce spinal deformity and improve quality of life in subjects with mild adolescent idiopathic scoliosis. Results of a randomised controlled trial,FALSE,NA
10.1017/s1049023x14000521,The Great East Japan Earthquake Disaster: Distribution of Hospital Damage in Miyagi Prefecture,TRUE,Open Access at repository
10.1002/ijc.28532,Impact of technology on cytology outcome in cervical cancer screening of young and older women,TRUE,Open Access at publisher
10.1007/s10584-013-0969-z,Transport electrification: A key element for energy system transformation and climate stabilization,FALSE,NA
10.1016/j.jval.2013.12.008,The Timing and Probability of Treatment Switch under Cost Uncertainty: An Application to Patients with Gastrointestinal Stromal Tumor,TRUE,Open Access at publisher
10.1016/s2095-6339(15)30013-7,The development and adoption of conservation tillage systems on the Canadian Prairies,TRUE,Open Access at publisher
10.3109/13645706.2014.939590,Percutaneous use of ePTFE/FEP-covered metallic stent for palliation of malignant biliary obstruction,FALSE,NA
10.1016/j.dsr2.2013.10.025,Physical influence on biological production along the western shelf of Madagascar,FALSE,NA
10.1016/j.dsr2.2013.10.017,"Cool, elevated chlorophyll-a waters off northern Mozambique",FALSE,NA
10.1080/17508975.2013.828585,A review and application of usability guidelines relating to domestic heating controls,FALSE,NA
10.1093/ajae/aat017,Neighbors and Extension Agents in Ethiopia: Who Matters More for Technology Adoption?,FALSE,NA
10.1016/j.agsy.2013.09.005,Is rainfed agriculture really a pathway from poverty?,TRUE,Open Access at repository
10.1007/s11540-014-9265-1,Potatoes for Sustainable Global Food Security,FALSE,NA
10.1680/muen.13.00024,Personalised travel plans in the workplace: a case study,TRUE,Open Access at repository
10.1016/j.cpr.2014.10.003,Outcomes associated with virtual reality in psychological interventions: where are we now?,FALSE,NA
10.1109/emr.2014.2341476,Three business and societal cases for big data: which of the three is true?,FALSE,NA
