doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.1002/pon.3075,664545,4.0,article,Project onward: an innovative eâhealth intervention for cancer survivors,Psycho-Oncology,22,4,947,951,"John Wiley & Sons, Ltd",4f6fa5133cf058f6100033e8,2,2012-01-01T00:00:00+00:00,2012-03-25T01:01:12+00:00,2015-01-01T00:00,Duffecy J,http://onlinelibrary.wiley.com/doi/10.1002/pon.3075/pdf,NA,http://www.mendeley.com/research/project-onward-innovative-ehealth-intervention-cancer-survivors
10.1016/j.jom.2013.03.001,9886996,3.0,article,Examining the impact of information technology and patient flow on healthcare performance: A Theory of Swift and Even Flow (TSEF) perspective,Journal of Operations Management,31,4,181,192,NA,4f6fa5963cf058f610005050,1,2013-05-01T00:00:00+00:00,2016-07-20T16:05:33+00:00,2015-01-01T00:00,Sarv Devaraj,NA,http://linkinghub.elsevier.com/retrieve/pii/S0272696313000272,http://www.mendeley.com/research/examining-impact-information-technology-patient-flow-healthcare-performance-theory-swift-even-flow-t
10.1111/risa.12030,1329386,3.5,article,Modeling Poliovirus Risks and the Legacy of Polio Eradication,Risk Analysis: An International Journal,33,4,505,515,NA,4f6fa5663cf058f610004aba,2,2013-01-01T00:00:00+00:00,2013-03-30T15:23:36+00:00,2015-01-01T00:00,"Thompson, Kimberly M.",http://onlinelibrary.wiley.com/doi/10.1111/risa.12030/pdf,NA,http://www.mendeley.com/research/modeling-poliovirus-risks-legacy-polio-eradication
10.1016/j.agsy.2012.07.002,6738862,3.25,article,Options to reduce the environmental effects of livestock production – Comparison of two economic models,Agricultural Systems,114,NA,38,53,NA,4f6fa4e83cf058f6100021af,2,2013-01-01T00:00:00+00:00,2016-04-15T12:39:10+00:00,2016-12-13T00:59,Elke Stehfest,NA,http://linkinghub.elsevier.com/retrieve/pii/S0308521X1200100X,http://www.mendeley.com/research/options-reduce-environmental-effects-livestock-production-comparison-two-economic-models-2
10.1109/mitp.2013.11,15422438,3.0,article,From Data to Decisions: A Value Chain for Big Data,IT Professional,15,1,57,59,IEEE,4f6fa5723cf058f610004c58,1,2013-01-01T00:00:00+00:00,2017-01-12T20:28:02+00:00,2014-11-05T12:25,H. Gilbert Miller,http://ieeexplore.ieee.org/iel5/6294/6427763/06449385.pdf,NA,http://www.mendeley.com/research/data-decisions-value-chain-big-data
10.1016/j.jclepro.2012.07.007,3225023,4.25,article,Business models for sustainable innovation: state-of-the-art and steps towards a research agenda,Journal of Cleaner Production,45,NA,9,19,NA,4f6fa4f03cf058f610002cfa,3,2013-04-01T00:00:00+00:00,2015-02-02T07:21:31+00:00,2015-02-02T07:39,Frank Boons,NA,NA,http://www.mendeley.com/research/business-models-sustainable-innovation-stateoftheart-steps-towards-research-agenda-3
10.1371/journal.pone.0059219,1892612,4.0,article,"Bioengineered 3D Human Kidney Tissue, a Platform for the Determination of Nephrotoxicity",PLoS ONE,8,3,e59219,NA,Public Library of Science,4f6fa5313cf058f6100043e3,2,2013-03-14T00:00:00+00:00,2013-11-08T17:06:30+00:00,2014-09-11T01:00,Teresa M. DesRochers,http://dx.plos.org/10.1371/journal.pone.0059219.pdf,http://dx.plos.org/10.1371/journal.pone.0059219,http://www.mendeley.com/research/bioengineered-3d-human-kidney-tissue-platform-determination-nephrotoxicity
10.1038/495430a,1324885,398.818,news,Publishing frontiers: The library reboot,Nature,495,7442,430,432,NA,4f6fa50a3cf058f610003160,455,2013-03-28T00:00:00+00:00,2013-03-27T18:52:40+00:00,2018-04-24T23:34,Richard Monastersky,NA,NA,http://www.mendeley.com/research/publishing-frontiers-library-reboot
10.1155/2013/346285,20642389,3.5,article,Decision Tree Approach for Soil Liquefaction Assessment,The Scientific World Journal,2013,NA,NA,NA,Hindawi Publishing Corporation,4f6fa6373cf058f6100088c9,2,2013-12-30T00:00:00+00:00,2017-05-27T14:34:43+00:00,2017-07-07T17:50,"Gandomi, Amir H.",http://downloads.hindawi.com/journals/tswj/2013/346285.pdf,NA,http://www.mendeley.com/research/decision-tree-approach-soil-liquefaction-assessment-1
10.1016/j.chb.2012.07.019,916001,63.2,article,The homeless use Facebook?! Similarities of social network use between college students and homeless young adults,Computers in Human Behavior,29,1,86,89,Elsevier Ltd,4f6fa4ea3cf058f6100025f3,53,2012-08-01T00:00:00+00:00,2012-08-27T23:57:42+00:00,2014-12-04T01:21,Rosanna E. Guadagno,NA,NA,http://www.mendeley.com/research/homeless-facebook-similarities-social-network-between-college-students-homeless-young-adults-1
10.1177/0018720812465640,4521219,9.0,article,Anthropometric Procedures for Protective Equipment Sizing and Design,Human Factors,55,1,6,35,NA,4f6fa4dd3cf058f610001c0b,5,2012-11-30T00:00:00+00:00,2015-09-17T01:54:11+00:00,2016-09-25T10:08,H. Hsiao,http://hfs.sagepub.com/content/55/1/6.full.pdf,http://journals.sagepub.com/doi/10.1177/0018720812465640,http://www.mendeley.com/research/anthropometric-procedures-protective-equipment-sizing-design
10.1016/j.ijproman.2012.06.009,14923517,3.0,article,Learning in project-based organizations: The role of project teams' social capital for overcoming barriers to learning,International Journal of Project Management,31,2,239,251,NA,4f6fa5953cf058f610004fcb,1,2013-02-01T00:00:00+00:00,2016-12-22T01:12:30+00:00,2014-07-08T20:33,Vera Bartsch,NA,NA,http://www.mendeley.com/research/learning-projectbased-organizations-role-project-teams-social-capital-overcoming-barriers-learning-5
10.1111/pbi.12022,1104922,4.5,article,"Metabolic engineering of plant monoterpenes, sesquiterpenes and diterpenescurrent status and future opportunities",Plant Biotechnology Journal,11,2,169,196,NA,4f6fa5123cf058f610003333,4,2012-01-01T00:00:00+00:00,2012-12-04T14:50:40+00:00,2014-05-20T18:17,"Lange, B. Markus",http://onlinelibrary.wiley.com/doi/10.1111/pbi.12022/pdf,NA,http://www.mendeley.com/research/metabolic-engineering-plant-monoterpenes-sesquiterpenes-diterpenescurrent-status-future-opportunitie
10.1016/j.jcou.2013.03.002,2802093,5.1,article,Opportunities and challenges in carbon dioxide capture,Journal of CO2 Utilization,1,NA,NA,NA,NA,521611733cf058827c000042,6,2013-06-01T00:00:00+00:00,2014-10-22T11:01:00+00:00,2016-02-21T16:33,Brett P. Spigarelli,NA,NA,http://www.mendeley.com/research/opportunities-challenges-carbon-dioxide-capture-6
10.1016/j.chemosphere.2012.12.039,6670919,3.0,article,Concentration-dependent half-lives of polychlorinated biphenyl in sera from an occupational cohort,Chemosphere,91,2,172,178,NA,4f6fa4ea3cf058f6100024f7,2,2013-04-14T23:00:00+00:00,2016-04-14T09:55:19+00:00,2014-05-14T01:00,Hopf NB,NA,http://linkinghub.elsevier.com/retrieve/pii/S0045653512015408,http://www.mendeley.com/research/concentrationdependent-halflives-polychlorinated-biphenyl-sera-occupational-cohort
10.1093/erae/jbr069,2188263,60.448,article,Consumer choices for nano-food and nano-packaging in France and Germany,European Review of Agricultural Economics,40,1,73,94,Oxford University Press,4f6fa5933cf058f610004f31,10,2012-02-03T00:00:00+00:00,2014-03-16T02:47:44+00:00,2016-07-05T21:25,A. Bieberstein,http://erae.oxfordjournals.org/content/40/1/73.full.pdf,https://academic.oup.com/erae/article-lookup/doi/10.1093/erae/jbr069,http://www.mendeley.com/research/consumer-choices-nanofood-nanopackaging-france-germany
10.1016/j.cognition.2012.07.020,14480438,3.0,article,The interplay of conflict and analogy in multidisciplinary teams,Cognition,126,1,1,19,NA,4f6fa4ea3cf058f610002589,1,2013-01-15T00:00:00+00:00,2016-12-06T02:40:12+00:00,2014-04-02T01:00,Paletz SB,NA,http://linkinghub.elsevier.com/retrieve/pii/S0010027712001709,http://www.mendeley.com/research/interplay-conflict-analogy-multidisciplinary-teams
10.1126/science.1239572,1874224,82.45,article,Economics. Doctoral students and U.S. immigration policy.,Science,342,6158,562,563,American Association for the Advancement of Science,4f6fa4df3cf058f610001f6b,39,2013-11-01T00:00:00+00:00,2013-11-01T00:23:32+00:00,2018-05-31T17:00,Keith E. Maskus,http://www.sciencemag.org/content/342/6158/562.full.pdf,http://www.sciencemag.org/cgi/doi/10.1126/science.1239572,http://www.mendeley.com/research/doctoral-students-immigration-policy-2
10.1016/j.aap.2012.07.002,6670595,3.0,article,Profitability and occupational injuries in U.S. underground coal mines,Accident Analysis & Prevention,50,NA,778,786,NA,4f6fa4e73cf058f61000213e,1,2013-01-15T00:00:00+00:00,2016-04-14T09:52:20+00:00,2014-04-01T01:00,Asfaw A,NA,http://linkinghub.elsevier.com/retrieve/pii/S0001457512002564,http://www.mendeley.com/research/profitability-occupational-injuries-underground-coal-mines-1
10.1093/annhyg/mes079,6676906,3.0,article,Occupational Exposure Assessment in Carbon Nanotube and Nanofiber Primary and Secondary Manufacturers: Mobile Direct-Reading Sampling,Annals of Occupational Hygiene,57,3,328,344,Oxford University Press,4f6fa4e83cf058f61000227f,1,2013-04-14T23:00:00+00:00,2016-04-14T10:40:17+00:00,2014-04-01T01:00,Dahm MM,https://academic.oup.com/annweh/article-pdf/57/3/328/627190/mes079.pdf,http://annhyg.oxfordjournals.org/cgi/doi/10.1093/annhyg/mes079,http://www.mendeley.com/research/occupational-exposure-assessment-carbon-nanotube-nanofiber-primary-secondary-manufacturers-mobile-di-1
10.1080/10962247.2013.772926,6675181,3.0,article,Effect of calibration environment on the performance of direct-reading organic vapor monitors,Journal of the Air &amp; Waste Management Association,63,5,528,533,NA,4f6fa4d73cf058f6100011d8,1,2013-05-01T00:00:00+00:00,2016-04-14T10:29:20+00:00,2014-04-01T01:00,Ryan F. LeBouf,NA,http://www.tandfonline.com/doi/abs/10.1080/10962247.2013.772926,http://www.mendeley.com/research/effect-calibration-environment-performance-directreading-organic-vapor-monitors
10.1377/hlthaff.2013.0216,1324994,42.05,article,The Center For Medicare And Medicaid Innovation’s Blueprint For Rapid-Cycle Evaluation Of New Care And Payment Models,Health Affairs,32,4,807,812,"Project HOPE - The People-to-People Health Foundation,
                    Inc.",4f6fa4ec3cf058f6100029ba,31,2013-01-01T00:00:00+00:00,2013-03-27T20:17:55+00:00,2015-04-22T17:00,William Shrank,http://content.healthaffairs.org/content/early/2013/03/21/hlthaff.2013.0216.full.pdf,NA,http://www.mendeley.com/research/center-medicare-medicaid-innovations-blueprint-rapidcycle-evaluation-new-care-payment-models
10.1289/ehp.1205687,13546185,10.0,article,Addressing Human Variability in Next-Generation Human Health Risk Assessments of Environmental Chemicals,Environmental Health Perspectives,121,1,23,31,NA,4f6fa4eb3cf058f6100027e9,2,2013-01-15T00:00:00+00:00,2016-11-12T12:16:42+00:00,2017-07-19T21:36,Zeise L,NA,NA,http://www.mendeley.com/research/addressing-human-variability-nextgeneration-human-health-risk-assessments-environmental-chemicals
10.1016/j.ecss.2012.07.003,1194779,3.25,article,"Restoration of overwash processes creates piping plover (Charadrius melodus) habitat on a barrier island (Assateague Island, Maryland)",Estuarine Coastal & Shelf Science,116,NA,11,20,Elsevier Ltd,4f6fa4eb3cf058f610002805,2,2013-01-01T00:00:00+00:00,2013-01-24T11:41:22+00:00,2014-01-01T00:00,Courtney A. Schupp,NA,NA,http://www.mendeley.com/research/restoration-overwash-processes-creates-piping-plover-charadrius-melodus-habitat-barrier-island-assat
10.1109/tse.2010.111,13248626,3.0,article,"How Programmers Debug, Revisited: An Information Foraging Theory Perspective",IEEE Transactions on Software Engineering,39,2,197,215,IEEE,4f6fa4ed3cf058f610002a67,1,2013-02-01T00:00:00+00:00,2016-11-01T17:07:41+00:00,2014-01-01T00:00,Joseph Lawrance,http://ieeexplore.ieee.org/iel5/32/6419731/05674060.pdf,NA,http://www.mendeley.com/research/programmers-debug-revisited-information-foraging-theory-perspective
10.1186/1748-5908-8-15,1214740,27.2,article,Public health program capacity for sustainability: a new framework,Implementation Science,8,1,15,NA,BioMed Central Ltd,4f6fa4d03cf058f610000834,45,2013-02-01T00:00:00+00:00,2013-02-03T23:27:08+00:00,2016-07-04T01:33,Sarah F Schell,http://implementationscience.biomedcentral.com/track/pdf/10.1186/1748-5908-8-15?site=implementationscience.biomedcentral.com,http://implementationscience.biomedcentral.com/articles/10.1186/1748-5908-8-15,http://www.mendeley.com/research/public-health-program-capacity-sustainability-new-framework
10.1007/s11625-012-0180-6,824711,7.2,article,Constructing sustainability science: emerging perspectives and research trajectories,Sustainability Science,8,2,279,293,Springer Japan,4f6fa6063cf058f610006753,7,2012-07-03T00:00:00+00:00,2012-07-05T22:08:41+00:00,2014-08-22T13:04,Thaddeus R. Miller,http://link.springer.com/content/pdf/10.1007%2Fs11625-012-0180-6.pdf,NA,http://www.mendeley.com/research/constructing-sustainability-science-emerging-perspectives-research-trajectories
10.1136/amiajnl-2012-001062,867224,15.1,article,Consumer experience with and attitudes toward health information technology: a nationwide survey,Journal of the American Medical Informatics Association,20,1,152,156,BMJ Publishing Group Ltd,4f6fa5743cf058f610004cca,27,2012-07-30T00:00:00+00:00,2012-08-01T09:54:11+00:00,2014-11-17T00:26,Jessica S Ancker,http://jamia.bmj.com/content/early/2012/07/29/amiajnl-2012-001062.full.pdf,NA,http://www.mendeley.com/research/consumer-experience-attitudes-toward-health-information-technology-nationwide-survey-4
10.1146/annurev-chembioeng-061312-103320,1333366,3.5,article,Metabolic Engineering with Plants for a Sustainable Biobased Economy.,Annual Review of Chemical and Biomolecular Engineering,NA,NA,NA,NA, Annual Reviews ,4f6fa60b3cf058f610006a48,2,2013-03-27T00:00:00+00:00,2013-04-02T11:34:57+00:00,2014-01-01T00:00,Jong Moon Yoon,NA,NA,http://www.mendeley.com/research/metabolic-engineering-plants-sustainable-biobased-economy-6
10.1038/499020a,1601935,759.188,news,Tissue engineering: How to build a heart,Nature,499,7456,20,22,NA,4f6fa50a3cf058f610003160,951,2013-07-04T00:00:00+00:00,2013-07-03T17:50:36+00:00,2018-03-28T15:34,Brendan Maher,NA,NA,http://www.mendeley.com/research/tissue-engineering-build-heart
10.1371/journal.pone.0055335,1271521,9.5,article,"Remote Monitoring of Inhaled Bronchodilator Use and Weekly Feedback about Asthma Management: An Open-Group, Short-Term Pilot Study of the Impact on Asthma Control",PLoS ONE,8,2,e55335,NA,Public Library of Science,4f6fa5313cf058f6100043e3,10,2013-02-27T00:00:00+00:00,2013-02-28T22:17:53+00:00,2013-12-03T00:00,David Van Sickle,http://dx.plos.org/10.1371/journal.pone.0055335.pdf,http://dx.plos.org/10.1371/journal.pone.0055335,http://www.mendeley.com/research/remote-monitoring-inhaled-bronchodilator-weekly-feedback-about-asthma-management-opengroup-shortterm
10.1371/journal.pone.0056506,1253658,158.126,article,High-Fidelity Tissue Engineering of Patient-Specific Auricles for Reconstruction of Pediatric Microtia and Other Auricular Deformities,PLoS ONE,8,2,e56506,NA,Public Library of Science,4f6fa5313cf058f6100043e3,67,2013-02-20T00:00:00+00:00,2013-02-20T22:11:17+00:00,2015-11-03T20:29,Alyssa J. Reiffel,http://dx.plos.org/10.1371/journal.pone.0056506.pdf,NA,http://www.mendeley.com/research/highfidelity-tissue-engineering-patientspecific-auricles-reconstruction-pediatric-microtia-other-aur
10.1016/j.respol.2012.09.009,1127198,5.0,article,Credit where credit is due? The impact of project contributions and social factors on authorship and inventorship,Research Policy,NA,NA,NA,NA,NA,4f6fa59a3cf058f610005127,4,2012-11-01T00:00:00+00:00,2012-12-16T16:01:40+00:00,2013-10-01T01:00,Carolin Haeussler,NA,http://linkinghub.elsevier.com/retrieve/pii/S0048733312002259,http://www.mendeley.com/research/credit-credit-due-impact-project-contributions-social-factors-authorship-inventorship
10.1111/j.1749-124x.2013.12009.x,1463874,8.35,article,The Chinese Export Boom: An Examination of the Detailed Trade Data,China & World Economy,21,1,64,90,Blackwell Publishing Ltd,4f6fa6113cf058f610006e78,9,2013-01-01T00:00:00+00:00,2013-05-10T15:59:08+00:00,2013-08-01T01:00,"Berger, Brett",http://onlinelibrary.wiley.com/doi/10.1111/j.1749-124X.2013.12009.x/pdf,NA,http://www.mendeley.com/research/chinese-export-boom-examination-detailed-trade-data
10.1016/j.respol.2013.01.004,9898382,3.0,article,"Private–collective innovation, competition, and firms’ counterintuitive appropriation strategies",Research Policy,42,4,895,913,NA,4f6fa59a3cf058f610005127,1,2013-05-01T00:00:00+00:00,2016-07-20T17:40:42+00:00,2013-08-01T01:00,Oliver Alexy,NA,http://linkinghub.elsevier.com/retrieve/pii/S0048733313000097,http://www.mendeley.com/research/privatecollective-innovation-competition-firms-counterintuitive-appropriation-strategies
10.1038/495160a,1299141,773.748,news,Online learning: Campus 2.0,Nature,495,7440,160,163,NA,4f6fa50a3cf058f610003160,912,2013-03-14T00:00:00+00:00,2013-03-13T16:11:19+00:00,2015-10-25T18:36,M. Mitchell Waldrop,NA,NA,http://www.mendeley.com/research/online-learning-campus-20
10.1007/s10606-012-9178-y,5899204,9.72,article,Unearthing the Infrastructure: Humans and Sensors in Field-Based Scientific Research,Computer Supported Cooperative Work: The Journal of Collaborative Computing,22,1,65,101,Springer Netherlands,4f6fa4ea3cf058f6100025e0,2,2012-10-06T00:00:00+00:00,2016-02-21T16:18:43+00:00,2013-08-01T17:30,Matthew S. Mayernik,http://link.springer.com/content/pdf/10.1007%2Fs10606-012-9178-y.pdf,NA,http://www.mendeley.com/research/unearthing-infrastructure-humans-sensors-fieldbased-scientific-research
